1	0.2973
2	1.2862
3	4.4046
4	3.0414
5	4.0824
6	1.0463
7	5.7924
8	0.3605
9	1.4635
10	0.9554
11	1.287
12	1.1479
13	1.1368
14	0.864
15	1.3256
16	1.3941
17	1.5929
18	2.3593
19	4.0838
20	0.5926
21	45.8599
22	1.8674
23	1.6732
24	3.8682
25	0.5273
26	0.2642
27	1.2817
28	4.3689
29	11.0429
30	1.0571
31	1.4882
32	0.4343
33	0.857
34	0.9789
35	0.8411
36	1.3142
37	1.1862
38	0.9545
39	1.2068
40	1.315
41	1.1911
42	1.812
43	1.9909
44	2.3542
45	1.7718
46	4.0528
47	3.0534
48	2.6092
49	0.5628
50	6.3604
51	14.734
52	2.8387
53	1.7009
54	2.1818
55	5.0919
56	0.825
57	2.8316
58	3.2759
59	1.6949
60	2.3029
61	2.7703
62	2.4534
63	2.7693
64	2.8801
65	2.0877
66	2.8479
67	2.4558
68	3.7386
69	3.5579
70	1.561
71	2.1682
72	2.2747
73	0.3605
74	3.0831
75	1.3609
76	17.4475
77	1.9088
78	46.4516
79	10.0699
80	0.746
81	2.5508
82	2.561
83	2.6649
84	2.3858
85	1.8536
86	1.895
87	2.1523
88	1.7671
89	1.9409
90	2.0137
91	2.3289
92	2.2613
93	3.3362
94	4.6916
95	1.6501
96	5.3333
97	0.8455
98	1.0019
99	18.509
100	30.9013
101	2.4104
102	2.2076
103	7.1146
104	0.7519
105	3.2226
106	2.0158
107	2.1627
108	2.0566
109	2.1679
110	2.3275
111	1.8922
112	2.2512
113	1.8556
114	1.7202
115	2.0396
116	3.9493
117	3.9715
118	1.6457
119	4.6165
120	3.4863
121	0.4018
122	1.0716
123	24.4898
124	1.7368
125	2.6806
126	7.377
127	4.2486
128	0.8412
129	2.9812
130	2.0452
131	1.9455
132	1.7133
133	2.5023
134	1.8921
135	2.3179
136	2.334
137	2.1867
138	1.7728
139	2.356
140	2.7821
141	3.5371
142	1.3395
143	1.2819
144	3.469
145	0.4227
146	6.015
147	2.7909
148	2.2925
149	1.7815
150	1.1823
151	7.2253
152	0.7978
153	2.0746
154	3.2086
155	2.8289
156	2.2415
157	2.0546
158	1.6207
159	1.4506
160	2.1871
161	1.9294
162	1.9468
163	2.4212
164	3.5088
165	5.9564
166	3.7563
167	2.2769
168	8.427
169	0.5122
170	3.7544
171	2.0024
172	0.6442
173	1.3675
174	0
175	1.8304
176	0.4496
177	2.6335
178	1.9283
179	1.8982
180	1.184
181	1.4662
182	1.0854
183	1.3432
184	1.517
185	1.2428
186	1.3446
187	2.0701
188	1.4728
189	2.4357
190	5.2693
