1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	12
33	10
34	5
35	5
36	12
37	7
38	1
39	5
40	7
41	5
42	4
43	14
44	12
45	4
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	9
57	17
58	10
59	15
60	23
61	16
62	11
63	22
64	12
65	11
66	10
67	6
68	13
69	3
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	14
81	23
82	20
83	20
84	9
85	16
86	20
87	18
88	13
89	17
90	19
91	12
92	18
93	4
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	15
105	18
106	20
107	11
108	20
109	11
110	23
111	14
112	22
113	13
114	11
115	18
116	22
117	1
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	14
129	14
130	21
131	16
132	22
133	19
134	17
135	19
136	16
137	15
138	24
139	15
140	19
141	3
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	6
153	4
154	13
155	15
156	11
157	12
158	17
159	18
160	13
161	12
162	18
163	15
164	28
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	14
201	13
202	13
203	16
204	13
205	25
206	19
207	14
208	15
209	11
210	19
211	11
212	8
213	6
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	12
225	18
226	12
227	18
228	16
229	18
230	9
231	11
232	15
233	16
234	13
235	11
236	22
237	2
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	17
249	12
250	23
251	18
252	14
253	10
254	13
255	14
256	12
257	13
258	19
259	23
260	24
261	4
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	16
273	12
274	14
275	16
276	18
277	13
278	22
279	21
280	16
281	21
