1	14
2	9
3	3
4	3
5	6
6	10
7	6
8	52
9	45
10	46
11	74
12	75
13	74
14	63
15	65
16	74
17	75
18	94
19	38
20	10
21	2
22	9
23	5
24	6
25	11
26	3
27	6
28	2
29	4
30	7
31	3
32	55
33	33
34	68
35	85
36	68
37	58
38	57
39	70
40	71
41	48
42	82
43	96
44	43
45	15
46	7
47	9
48	7
49	9
50	1
51	3
52	5
53	2
54	1
55	4
56	74
57	58
58	93
59	126
60	132
61	133
62	138
63	144
64	146
65	127
66	134
67	134
68	66
69	13
70	7
71	8
72	5
73	8
74	3
75	4
76	6
77	2
78	2
79	4
80	66
81	63
82	105
83	132
84	151
85	127
86	94
87	115
88	88
89	96
90	117
91	113
92	68
93	14
94	9
95	7
96	4
97	13
98	2
99	2
100	2
101	2
102	4
103	1
104	54
105	69
106	101
107	121
108	129
109	108
110	115
111	120
112	111
113	115
114	99
115	102
116	64
117	24
118	12
119	11
120	5
121	14
122	2
123	1
124	4
125	1
126	2
127	9
128	62
129	49
130	109
131	96
132	109
133	129
134	126
135	123
136	146
137	120
138	114
139	114
140	59
141	26
142	9
143	7
144	4
145	11
146	6
147	9
148	6
149	4
150	3
151	4
152	55
153	61
154	86
155	116
156	125
157	115
158	111
159	109
160	123
161	127
162	113
163	113
164	72
165	18
166	5
167	16
168	10
169	13
170	8
171	16
172	5
173	6
174	0
175	4
176	38
177	26
178	75
179	99
180	96
181	105
182	89
183	72
184	90
185	93
186	82
187	39
188	12
189	6
190	5
191	5
192	3
193	8
194	1
195	1
196	0
197	0
198	7
199	7
200	65
201	67
202	89
203	139
204	111
205	113
206	104
207	108
208	108
209	119
210	102
211	101
212	67
213	15
214	10
215	8
216	5
217	9
218	4
219	1
220	3
221	1
222	4
223	5
224	49
225	77
226	96
227	112
228	156
229	123
230	111
231	142
232	128
233	118
234	116
235	134
236	63
237	17
238	7
239	4
240	4
241	10
242	0
243	0
244	2
245	3
246	5
247	4
248	56
249	76
250	104
251	131
252	154
253	135
254	141
255	129
256	132
257	109
258	103
259	128
260	58
261	20
262	11
263	8
264	11
265	9
266	6
267	0
268	0
269	2
270	2
271	18
272	60
273	73
274	99
275	124
276	153
277	129
278	119
279	131
280	121
281	119
282	112
283	108
284	64
285	28
286	8
287	7
288	4
289	11
290	2
291	8
292	4
293	2
294	5
295	6
296	62
297	76
298	107
299	117
300	136
301	156
302	133
303	137
304	118
305	116
306	136
307	120
308	57
309	20
310	14
311	12
312	9
313	16
314	7
315	8
316	7
317	5
318	3
319	6
320	60
321	64
322	85
323	128
324	126
325	125
326	141
327	97
328	132
329	123
330	150
331	95
332	70
333	24
334	8
335	5
336	6
337	18
338	14
339	8
340	21
341	6
342	8
343	9
344	58
345	49
346	72
347	109
348	87
349	113
350	93
351	96
352	91
353	85
354	101
355	50
356	9
357	17
358	2
359	13
360	4
361	13
362	11
363	3
364	6
365	4
366	8
367	4
368	64
369	68
370	91
371	137
372	147
373	126
374	129
375	142
376	162
377	128
378	91
379	102
380	53
381	23
382	6
383	12
384	4
385	14
386	6
387	3
388	3
389	4
390	4
391	8
392	73
393	73
394	110
395	125
396	127
397	120
398	114
399	126
400	136
401	95
402	105
403	128
404	56
405	26
406	8
407	9
408	6
409	16
410	4
411	6
412	4
413	4
414	5
415	6
416	54
417	76
418	113
419	137
420	145
421	151
422	148
423	122
424	138
425	134
426	115
427	97
428	64
429	26
430	10
431	8
432	6
433	10
434	2
435	1
436	0
437	0
438	2
439	3
440	68
441	61
442	134
443	146
444	141
445	124
446	107
447	132
448	152
449	141
450	101
451	107
452	49
453	15
454	10
455	7
456	3
457	10
458	6
459	4
460	5
461	3
462	5
463	4
464	68
465	72
466	112
467	126
468	151
469	127
470	112
471	143
472	153
473	133
474	96
475	119
476	60
477	13
478	7
479	7
480	7
481	13
482	1
483	4
484	9
485	4
486	4
487	3
488	53
489	41
490	77
491	116
492	113
493	110
494	123
495	111
496	116
497	136
498	110
499	114
500	46
501	15
502	4
503	7
504	7
505	13
506	2
507	8
508	5
509	4
510	2
511	2
512	34
513	31
514	60
515	101
516	97
517	107
518	103
519	99
520	111
521	117
522	105
523	33
524	9
525	13
526	6
527	12
528	10
529	7
530	4
531	2
532	4
533	2
534	2
535	4
536	64
537	64
538	114
539	135
540	117
541	139
542	115
543	125
544	122
545	137
546	126
547	119
548	51
549	10
550	8
551	5
552	3
553	11
554	1
555	2
556	1
557	0
558	3
559	4
560	72
561	51
562	104
563	128
564	142
565	151
566	136
567	139
568	131
569	129
570	121
571	124
572	80
573	14
574	3
575	3
576	4
577	7
578	2
579	3
580	3
581	0
582	2
583	5
584	65
585	74
586	127
587	149
588	146
589	179
590	153
591	156
592	137
593	139
594	144
595	130
596	61
597	15
598	6
599	9
600	9
601	16
602	8
603	7
604	6
605	5
606	1
607	3
608	58
609	65
610	96
611	72
612	60
613	77
614	80
615	80
616	86
617	95
618	95
619	86
620	55
621	12
622	8
623	13
624	6
625	13
626	0
627	9
628	1
629	0
630	1
631	7
632	54
633	63
634	116
635	135
636	141
637	130
638	112
639	137
640	104
641	125
642	133
643	108
644	59
645	14
646	8
647	12
648	14
649	13
650	2
651	4
652	1
653	6
654	2
655	1
656	57
657	54
658	83
659	101
660	122
661	127
662	124
663	120
664	111
665	146
666	129
667	109
668	50
669	10
670	7
671	6
672	2
673	18
674	7
675	0
676	0
677	3
678	2
679	2
680	53
681	29
682	51
683	60
684	45
685	54
686	61
687	42
688	40
689	34
690	59
691	23
692	11
693	2
694	6
695	6
696	4
697	8
698	2
699	3
700	2
701	3
702	4
703	8
704	60
705	77
706	132
707	162
708	141
709	111
710	111
711	114
712	141
713	92
714	97
715	124
716	43
717	9
718	5
719	3
720	4
721	11
722	1
723	1
724	3
725	2
726	1
727	5
