1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0.9292
33	0.7003
34	0.3189
35	2.9757
36	1.2135
37	0.755
38	0.2457
39	1.0307
40	1.4287
41	5.7416
42	5.0087
43	1.9447
44	1.5487
45	13.4831
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	1.2024
57	1.2292
58	3.6641
59	2.4516
60	1.8463
61	1.4326
62	2.0088
63	2.0038
64	2.0988
65	1.9942
66	1.4378
67	5.5541
68	3.1585
69	7.2973
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0.8348
81	1.3636
82	4.7584
83	1.8103
84	1.4386
85	1.6574
86	3.3289
87	1.6345
88	1.2364
89	2.9919
90	3.0537
91	5.598
92	2.9938
93	6.5723
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0.785
105	3.2759
106	2.0953
107	1.482
108	2.506
109	1.5286
110	1.8548
111	2.3064
112	1.9193
113	1.3519
114	2.3215
115	2.9781
116	1.7549
117	6.8311
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0.9961
129	6.9932
130	2.8092
131	2.2523
132	1.9318
133	1.4534
134	1.8944
135	1.3495
136	1.7552
137	2.3566
138	2.6087
139	2.5725
140	1.6304
141	4.5724
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	3.737
153	1.0037
154	2.7778
155	6.6527
156	3.7975
157	2.6523
158	4.7727
159	3.2314
160	4.0262
161	5.9162
162	9.3211
163	3.4832
164	2.038
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0.5157
201	2.0076
202	1.4373
203	2.6457
204	1.8253
205	1.9215
206	2.1361
207	2.3385
208	1.4907
209	2.1164
210	6.6208
211	1.5135
