35.93	32.41	24.02
132.44	161.91	143.29
237.34	226.73	235.24
262.23	254.17	216.87
173.98	177.27	188.32
140.33	109.42	125.30
138.57	143.92	117.47
71.43	139.29	139.47
91.06	63.58	77.88
80.30	92.23	138.29
150.71	148.35	154.38
222.39	239.71	242.48
250.81	174.82	214.32
217.70	205.83	252.70
196.96	212.58	264.33
235.03	206.08	233.08
220.49	204.41	217.45
248.28	209.66	188.08
163.95	180.10	154.22
243.95	232.05	228.01
238.36	288.29	286.05
296.66	261.33	312.64
273.15	256.03	222.12
201.40	247.19	184.95
130.51	83.77	125.85
180.43	143.61	108.43
163.72	132.84	115.72
141.43	166.05	123.54
97.42	115.89	135.76
142.50	81.44	113.31
94.03	75.51	91.08
122.52	70.35	88.30
152.35	240.52	179.93
228.03	222.28	246.00
236.81	307.26	277.87
258.70	222.27	244.10
259.24	238.22	197.18
229.03	224.34	234.67
241.72	221.85	278.38
210.66	247.55	221.92
181.92	187.36	171.00
186.18	165.32	201.32
132.75	161.26	162.90
238.63	221.77	196.79
242.33	249.94	242.48
220.69	199.01	214.49
224.68	184.55	219.52
161.33	102.03	126.31
52.88	74.17	86.92
81.08	65.03	76.69
68.39	47.71	42.29
75.51	69.96	46.24
88.42	52.73	108.77
94.23	88.88	75.60
82.93	87.26	78.26
102.31	104.68	80.36
167.65	168.16	182.86
247.48	234.74	231.62
253.02	284.54	242.84
259.53	277.96	288.90
273.81	242.85	259.83
257.37	246.69	238.64
237.41	248.05	267.49
206.89	241.78	263.96
196.25	168.41	224.47
207.77	223.11	214.42
280.24	240.94	288.75
238.30	298.48	280.81
301.19	318.16	269.94
299.38	226.07	298.09
185.22	208.14	240.31
144.40	115.29	129.22
80.66	72.14	65.12
68.02	57.87	59.70
85.43	93.39	93.12
67.27	83.09	86.59
69.16	55.01	59.26
63.86	97.82	44.63
89.81	85.84	117.92
136.71	91.66	100.26
171.21	168.21	165.46
266.49	261.85	217.23
289.05	250.39	264.58
257.31	269.71	262.15
241.19	246.89	240.45
197.43	251.90	237.27
187.47	212.65	234.21
179.35	167.05	211.44
195.66	191.22	192.06
171.74	179.73	204.28
147.97	165.67	167.61
215.77	252.04	213.78
305.21	241.18	311.84
333.62	290.59	293.56
265.12	211.72	237.05
197.66	158.50	197.72
114.68	118.83	94.11
102.21	89.58	81.04
136.57	99.43	129.42
83.76	119.63	112.12
111.36	78.06	87.19
57.20	85.71	97.76
101.80	88.73	95.65
102.41	85.55	59.34
107.94	130.98	121.61
151.16	146.55	152.38
191.98	189.77	192.06
193.62	185.13	185.92
206.21	229.31	196.00
196.61	236.00	184.01
180.97	178.51	154.06
153.71	142.97	154.97
199.98	198.76	204.77
222.16	228.10	190.66
304.49	289.84	300.40
384.87	370.55	397.97
402.52	427.12	420.59
488.79	371.53	409.97
440.41	354.83	421.72
324.75	388.78	308.91
226.15	330.77	331.00
291.43	210.29	291.29
228.68	163.76	301.53
201.83	198.78	221.20
183.46	228.71	202.21
174.01	192.11	159.17
162.61	168.08	192.97
